"","County Name","District Name","School Name"
"3053","Los Angeles","Los Angeles Unified","Castelar Street Elementary"
"3054","Los Angeles","Los Angeles Unified","Castle Heights Elementary"
"3055","Los Angeles","Los Angeles Unified","Castlebay Lane Charter"
"3056","Los Angeles","Los Angeles Unified","CATCH Prep Charter High, Inc."
"3057","Los Angeles","Los Angeles Unified","Catskill Avenue Elementary"
"3058","Los Angeles","Los Angeles Unified","CDS Elementary"
"3059","Los Angeles","Los Angeles Unified","CDS Secondary"
"3060","Los Angeles","Los Angeles Unified","Center for Advanced Learning"
"3061","Los Angeles","Los Angeles Unified","Central City Value"
"3062","Los Angeles","Los Angeles Unified","Central High"
"3063","Los Angeles","Los Angeles Unified","Century Park Elementary"
"3064","Los Angeles","Los Angeles Unified","Cesar Chavez Elementary"
"3065","Los Angeles","Los Angeles Unified","Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE)"
"3066","Los Angeles","Los Angeles Unified","Cesar E. Chavez Learning Academies-Arts/Theatre/Entertain Mag"
"3067","Los Angeles","Los Angeles Unified","Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy"
"3068","Los Angeles","Los Angeles Unified","Cesar E. Chavez Learning Academies-Technology Preparatory Academy"
"3069","Los Angeles","Los Angeles Unified","CHAMPS - Charter HS of Arts-Multimedia & Performing"
"3070","Los Angeles","Los Angeles Unified","Chandler Elementary"
"3071","Los Angeles","Los Angeles Unified","Chapman Elementary"
"3072","Los Angeles","Los Angeles Unified","Charles Drew Middle"
"3073","Los Angeles","Los Angeles Unified","Charles H. Kim Elementary"
"3074","Los Angeles","Los Angeles Unified","Charles Leroy Lowman Special Education and Career Transition Center"
"3075","Los Angeles","Los Angeles Unified","Charles Maclay Middle"
"3076","Los Angeles","Los Angeles Unified","Charles W. Barrett Elementary"
"3077","Los Angeles","Los Angeles Unified","Charles White Elementary"
"3078","Los Angeles","Los Angeles Unified","Charnock Road Elementary"
"3079","Los Angeles","Los Angeles Unified","Chase Street Elementary"
"3080","Los Angeles","Los Angeles Unified","Chatsworth Charter High"
"3081","Los Angeles","Los Angeles Unified","Chatsworth Park ES Urban Planning/Community Development Magnet"
"3082","Los Angeles","Los Angeles Unified","Cheremoya Avenue Elementary"
"3083","Los Angeles","Los Angeles Unified","Chester W. Nimitz Middle"
"3084","Los Angeles","Los Angeles Unified","Cheviot Hills Continuation"
"3085","Los Angeles","Los Angeles Unified","CHIME Institute's Schwarzenegger Community"
"3086","Los Angeles","Los Angeles Unified","Christopher Columbus Middle"
"3087","Los Angeles","Los Angeles Unified","Christopher Dena Elementary"
"3088","Los Angeles","Los Angeles Unified","Cienega Elementary"
"3089","Los Angeles","Los Angeles Unified","Cimarron Avenue Elementary"
"3090","Los Angeles","Los Angeles Unified","Citizens of the World Charter School 4"
"3091","Los Angeles","Los Angeles Unified","Citizens of the World Charter School 5"
"3092","Los Angeles","Los Angeles Unified","Citizens of the World Charter School Hollywood"
"3093","Los Angeles","Los Angeles Unified","Citizens of the World Charter School Mar Vista"
"3094","Los Angeles","Los Angeles Unified","Citizens of the World Charter School Silver Lake"
"3095","Los Angeles","Los Angeles Unified","City Language Immersion Charter"
"3096","Los Angeles","Los Angeles Unified","City of Angels"
"3097","Los Angeles","Los Angeles Unified","City Terrace Elementary"
"3098","Los Angeles","Los Angeles Unified","Clifford Math & Technology Magnet"
"3099","Los Angeles","Los Angeles Unified","Clover Avenue Elementary"
"3100","Los Angeles","Los Angeles Unified","Coeur D'Alene Avenue Elementary"
"3101","Los Angeles","Los Angeles Unified","Cohasset Street Elementary"
"3102","Los Angeles","Los Angeles Unified","Coldwater Canyon Elementary"
"3103","Los Angeles","Los Angeles Unified","Colfax Charter Elementary"
"3104","Los Angeles","Los Angeles Unified","Coliseum Street Elementary"
"3105","Los Angeles","Los Angeles Unified","Collegiate Charter High School of Los Angeles"
"3106","Los Angeles","Los Angeles Unified","Columbus Avenue"
"3107","Los Angeles","Los Angeles Unified","Commonwealth Avenue Elementary"
"3108","Los Angeles","Los Angeles Unified","Communication and Technology at Diego Rivera Learning Complex"
"3109","Los Angeles","Los Angeles Unified","Community Magnet Charter Elementary"
"3110","Los Angeles","Los Angeles Unified","Compton Avenue Elementary"
"3111","Los Angeles","Los Angeles Unified","Contreras Learning Center-Academic Leadership Community"
"3112","Los Angeles","Los Angeles Unified","Contreras Learning Center-Los Angeles School of Global Studies"
"3113","Los Angeles","Los Angeles Unified","Contreras Learning Center-School of Social Justice"
"3114","Los Angeles","Los Angeles Unified","Corona Avenue Elementary"
"3115","Los Angeles","Los Angeles Unified","Cowan Avenue Elementary"
"3116","Los Angeles","Los Angeles Unified","Crenshaw Science, Technology, Engineering, Math and Medicine Magnet"
"3117","Los Angeles","Los Angeles Unified","Crescent Heights Boulevard Elementary"
"3118","Los Angeles","Los Angeles Unified","Crestwood Street STEAM Magnet"
"3119","Los Angeles","Los Angeles Unified","Crete Academy"
"3120","Los Angeles","Los Angeles Unified","Crown Preparatory Academy"
"3121","Los Angeles","Los Angeles Unified","Dahlia Heights Elementary"
"3122","Los Angeles","Los Angeles Unified","Dan M. Issacs Avalon High"
"3123","Los Angeles","Los Angeles Unified","Daniel Pearl Journalism & Communications Magnet"
"3124","Los Angeles","Los Angeles Unified","Daniel Webster Middle"
"3125","Los Angeles","Los Angeles Unified","Danny J. Bakewell, Sr., Primary Center"
"3126","Los Angeles","Los Angeles Unified","Danube Avenue Elementary"
"3127","Los Angeles","Los Angeles Unified","Darby Avenue Elementary"
"3128","Los Angeles","Los Angeles Unified","Dayton Heights Elementary"
"3129","Los Angeles","Los Angeles Unified","Dearborn Elementary Charter Academy"
"3130","Los Angeles","Los Angeles Unified","Del Amo Elementary"
"3131","Los Angeles","Los Angeles Unified","Delevan Drive Elementary"
"3132","Los Angeles","Los Angeles Unified","Denker Avenue Elementary"
"3133","Los Angeles","Los Angeles Unified","Diane S. Leichman Career Preparatory and Transition Center"
"3134","Los Angeles","Los Angeles Unified","Diego Rivera Learning Complex Green Design STEAM Academy"
"3135","Los Angeles","Los Angeles Unified","Discovery Charter Preparatory #2"
"3136","Los Angeles","Los Angeles Unified","Dixie Canyon Community Charter"
"3137","Los Angeles","Los Angeles Unified","Dolores Huerta Elementary"
"3138","Los Angeles","Los Angeles Unified","Dolores Street Elementary"
"3139","Los Angeles","Los Angeles Unified","Dominguez Elementary"
"3140","Los Angeles","Los Angeles Unified","Dorothy V. Johnson Community Day"
"3141","Los Angeles","Los Angeles Unified","Dorris Place Elementary"
"3142","Los Angeles","Los Angeles Unified","Downtown Business High"
"3143","Los Angeles","Los Angeles Unified","Downtown Value"
"3144","Los Angeles","Los Angeles Unified","Dr. James Edward Jones Primary Center"
"3145","Los Angeles","Los Angeles Unified","Dr. Julian Nava Learning Academy"
"3146","Los Angeles","Los Angeles Unified","Dr. Lawrence H. Moore Math, Science, Technology Academy"
"3147","Los Angeles","Los Angeles Unified","Dr. Maya Angelou Community High"
"3148","Los Angeles","Los Angeles Unified","Dr. Owen Lloyd Knox Elementary"
"3149","Los Angeles","Los Angeles Unified","Dr. Richard A. Vladovic Harbor Teacher Preparation Academy"
"3150","Los Angeles","Los Angeles Unified","Dr. Sammy Lee Medical and Health Science Magnet Elementary"
"3151","Los Angeles","Los Angeles Unified","Dr. Theodore T. Alexander Jr. Science Center"
"3152","Los Angeles","Los Angeles Unified","Dyer Street Elementary"
"3153","Los Angeles","Los Angeles Unified","Eagle Rock Elementary"
"3154","Los Angeles","Los Angeles Unified","Eagle Rock High"
"3155","Los Angeles","Los Angeles Unified","Eagle Tree Continuation"
"3156","Los Angeles","Los Angeles Unified","Early College Academy-LA Trade Tech College"
"3157","Los Angeles","Los Angeles Unified","East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2"
"3158","Los Angeles","Los Angeles Unified","East Valley Senior High"
"3159","Los Angeles","Los Angeles Unified","Eastman Avenue Elementary"
"3160","Los Angeles","Los Angeles Unified","Ednovate - Brio College Prep"
"3161","Los Angeles","Los Angeles Unified","Ednovate - East College Prep"
"3162","Los Angeles","Los Angeles Unified","Ednovate - Esperanza College Prep"
"3163","Los Angeles","Los Angeles Unified","Ednovate - South LA College Prep"
"3164","Los Angeles","Los Angeles Unified","Ednovate - USC Hybrid High College Prep"
"3165","Los Angeles","Los Angeles Unified","Edward R. Roybal Learning Center"
"3166","Los Angeles","Los Angeles Unified","Edwin Markham Middle"
"3167","Los Angeles","Los Angeles Unified","El Camino Real Charter High"
"3168","Los Angeles","Los Angeles Unified","El Dorado Avenue Elementary"
"3169","Los Angeles","Los Angeles Unified","El Oro Way Charter For Enriched Studies"
"3170","Los Angeles","Los Angeles Unified","El Rio Community"
"3171","Los Angeles","Los Angeles Unified","El Sereno Elementary"
"3172","Los Angeles","Los Angeles Unified","El Sereno Middle"
"3173","Los Angeles","Los Angeles Unified","Elizabeth Learning Center"
"3174","Los Angeles","Los Angeles Unified","Ellen Ochoa Learning Center"
"3175","Los Angeles","Los Angeles Unified","Ellington (Duke) High (Continuation)"
"3176","Los Angeles","Los Angeles Unified","Elysian Heights ES Arts Magnet"
"3177","Los Angeles","Los Angeles Unified","Emelita Street Elementary"
"3178","Los Angeles","Los Angeles Unified","Emerson Community Charter"
"3179","Los Angeles","Los Angeles Unified","Enadia Way Technology Charter"
"3180","Los Angeles","Los Angeles Unified","Encino Charter Elementary"
"3181","Los Angeles","Los Angeles Unified","Engineering and Technology Academy at Esteban E. Torres High No. 3"
"3182","Los Angeles","Los Angeles Unified","Equitas Academy #2"
"3183","Los Angeles","Los Angeles Unified","Equitas Academy #3 Charter"
"3184","Los Angeles","Los Angeles Unified","Equitas Academy 4"
"3185","Los Angeles","Los Angeles Unified","Equitas Academy 5"
"3186","Los Angeles","Los Angeles Unified","Equitas Academy 6"
"3187","Los Angeles","Los Angeles Unified","Equitas Academy Charter"
"3188","Los Angeles","Los Angeles Unified","Ernest Lawrence Middle"
"3189","Los Angeles","Los Angeles Unified","Ernest P. Willenberg Special Education Center"
"3190","Los Angeles","Los Angeles Unified","Erwin Elementary"
"3191","Los Angeles","Los Angeles Unified","Eshelman Avenue Elementary"
"3192","Los Angeles","Los Angeles Unified","Esperanza Elementary"
"3193","Los Angeles","Los Angeles Unified","Esteban Torres East LA Performing Arts Magnet"
"3194","Los Angeles","Los Angeles Unified","Estrella Elementary"
"3195","Los Angeles","Los Angeles Unified","Euclid Avenue Elementary"
"3196","Los Angeles","Los Angeles Unified","Everest Value"
"3197","Los Angeles","Los Angeles Unified","Evergreen Avenue Elementary"
"3198","Los Angeles","Los Angeles Unified","Evergreen Continuation"
"3199","Los Angeles","Los Angeles Unified","Extera Public"
"3200","Los Angeles","Los Angeles Unified","Extera Public School No. 2"
"3201","Los Angeles","Los Angeles Unified","Fair Avenue Elementary"
"3202","Los Angeles","Los Angeles Unified","Fairburn Avenue Elementary"
"3203","Los Angeles","Los Angeles Unified","Fairfax Senior High"
"3204","Los Angeles","Los Angeles Unified","Farmdale Elementary"
"3205","Los Angeles","Los Angeles Unified","Felicitas and Gonzalo Mendez High"
"3206","Los Angeles","Los Angeles Unified","Fenton Avenue Charter"
"3207","Los Angeles","Los Angeles Unified","Fenton Charter Leadership Academy"
"3208","Los Angeles","Los Angeles Unified","Fenton Primary Center"
"3209","Los Angeles","Los Angeles Unified","Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics"
"3210","Los Angeles","Los Angeles Unified","Fernangeles Elementary"
"3211","Los Angeles","Los Angeles Unified","Fifteenth Street Elementary"
"3212","Los Angeles","Los Angeles Unified","Fifty-Fourth Street Elementary"
"3213","Los Angeles","Los Angeles Unified","Fifty-Ninth Street Elementary"
"3214","Los Angeles","Los Angeles Unified","Fifty-Second Street Elementary"
"3215","Los Angeles","Los Angeles Unified","Figueroa Street Elementary"
"3216","Los Angeles","Los Angeles Unified","First Street Elementary"
"3217","Los Angeles","Los Angeles Unified","Fishburn Avenue Elementary"
"3218","Los Angeles","Los Angeles Unified","Fletcher Drive Elementary"
